battery_idx,t_normalized,T_celsius,I_amperes,C_target,RUL,cycle,T_celsius_norm,I_amperes_norm
2,0.3202614379084967,32.128842946565555,-1.9491545130405272,1.7285642277717963,416,198,0.46176760134688966,0.10481055587669985
3,0.740506329113924,31.423707199142058,-1.7915215753378781,1.3968547782872414,82,237,0.30106351674364085,0.4313195210830383
2,0.9052287581699346,32.502652632323915,-1.8578958465335809,1.4471379752748499,58,556,0.54696076250079,0.29383686726538016
2,0.16993464052287582,31.618244836823447,-1.9783765899690637,1.8371619619672275,508,106,0.3453996507415251,0.04428215211685416
2,0.45098039215686275,31.95802833708937,-1.9049762303506044,1.6164273214762122,336,278,0.42283806819950165,0.19631811499413265
0,0.9967320261437909,33.71351889594897,-1.6888978346592105,1.3090153642307354,2,612,0.8229234479607737,0.6438865890000391
1,0.9771241830065359,33.472459360982775,-1.5169723774339863,1.15381833159625,14,600,0.7679847329074274,0.9999999999999996
0,0.05065359477124183,31.931593674911532,-1.8921861285036712,1.80210690024615,581,33,0.41681347193898244,0.22281056625329398
2,0.8986928104575164,32.665258715232376,-1.8647784241320742,1.4518640367848885,62,552,0.5840195299795425,0.279580815691467
2,0.029411764705882353,32.30534276235138,-1.9165016044519978,1.870052380139199,594,20,0.5019928224226096,0.17244532529480905
0,0.815359477124183,33.887639684793655,-1.7034912994217157,1.3547039213192407,113,501,0.8626064764895691,0.6136587879590603
0,0.02287581699346405,32.41046186109587,-1.8443412120754061,1.8257567905665537,598,16,0.5259500088222175,0.3219129136500336
2,0.7009803921568627,33.29697162630193,-1.901022727285377,1.5339599193158786,183,431,0.7279901703511698,0.2045071027373062
3,0.4208860759493671,30.765219721637393,-1.8362729789790888,1.6057366823755344,183,136,0.15099081417289106,0.3386248425001539
1,0.238562091503268,31.206611383963253,-1.8892713805954209,1.7024077813673466,466,148,0.25158625739750207,0.22884795499469623
2,0.06535947712418301,32.35216872128999,-1.9066656790606797,1.8807805437609766,572,42,0.5126647007019267,0.19281871849657817
2,0.0032679738562091504,32.738209593287145,-1.8680422715350309,1.880637027686859,610,4,0.6006454124732779,0.27282032861521266
2,0.6356209150326797,33.361342590516294,-1.889387844169526,1.5445940154102908,223,391,0.7426606460955867,0.2286067211407854
0,0.22549019607843138,31.41911167391793,-1.9151304155635374,1.7517304870664143,474,140,0.3000161727717696,0.17528550242782792
1,0.2549019607843137,32.210981559158874,-1.9470636598230844,1.7757610945034283,456,158,0.4804874160713908,0.10914139136308343
0,0.6617647058823529,33.91080564765892,-1.7446206812145286,1.42806487344776,207,407,0.8678861192673155,0.5284664919550375
1,0.8218954248366013,33.57003564415372,-1.6481131076816375,1.2895066722480755,109,505,0.7902228726177896,0.7283649930426646
1,0.7369281045751634,33.812621135472135,-1.6919294969110734,1.3474099151661236,161,453,0.8455093610177906,0.6376070327148033
0,0.08496732026143791,31.98795810666763,-1.883193546754683,1.8257807475776242,560,54,0.4296592175172531,0.241437121110339
0,0.00980392156862745,32.51487646204882,-1.8255891938692528,1.8352625275821128,606,8,0.5497466365306689,0.3607544283058801
0,0.8611111111111112,33.16734508187535,-1.6860649112944592,1.3231708992276219,85,529,0.6984476103001818,0.6497544925601355
1,0.0718954248366013,31.874488497680712,-1.9890474874073771,1.9575499080884022,568,46,0.4037989066350436,0.022179260860846206
2,0.9705882352941176,32.482615965621896,-1.8427098003104345,1.4109949628347804,18,596,0.5423943025069322,0.3252920968015345
0,0.7434640522875817,33.3700433438796,-1.7260735249920125,1.3862287677978349,157,457,0.744643592797293,0.5668836709659204
1,0.5261437908496732,33.28676739403043,-1.7769345930773324,1.4989786083335404,290,324,0.7256645730285793,0.4615338947589147
1,0.0196078431372549,32.11157496697372,-1.9900886222380372,2.013101105626967,600,14,0.4578321394682474,0.020022732782683406
3,0.16139240506329114,30.242913021104116,-1.90021436299665,1.7376647337053737,265,54,0.03195441515604713,0.20618148749006604
1,0.05392156862745098,31.78991634963658,-1.9884892463229662,1.878278372248849,579,35,0.3845244765922846,0.023335559293541586
1,0.20261437908496732,31.694287817425337,-1.908733158939213,1.7502913788006587,488,126,0.36273023940162563,0.1885362967796258
0,0.06045751633986928,31.966241678512723,-1.9131602105481538,1.8027776247196041,575,39,0.42470993119864264,0.17936643633791416
3,0.9556962025316456,30.93996203578424,-1.7845257009241222,1.3796951665608619,14,305,0.19081549153328758,0.4458102471256993
1,0.23202614379084968,31.15661421699882,-1.8953541357988335,1.713325912040734,470,144,0.24019164440399887,0.21624859513999262
0,0.6094771241830066,33.535818118317145,-1.7731015168894209,1.4697543268466824,239,375,0.7824245214676075,0.46947343936115304
2,0.477124183006536,32.28305350922276,-1.90433828068926,1.6006603374309376,320,294,0.49691298632918635,0.19763951575475414
2,0.21895424836601307,31.24662583059252,-1.9781214643703728,1.8062641938283535,478,136,0.2607057567846178,0.04481060001892523
1,0.24183006535947713,33.61169282822636,-1.9819359924929794,1.82371946178183,464,150,0.7997167603663593,0.03690947447870219
3,0.6139240506329114,31.037323488688802,-1.7981302589297092,1.4478660988891399,122,197,0.2130046703145938,0.41763079287437366
3,0.2120253164556962,31.41570291330098,-1.8783667048362822,1.7222313328292376,249,70,0.29923929859317333,0.251435077013213
0,0.45751633986928103,32.7120225448885,-1.8179238657973993,1.5594815668184234,332,282,0.5946772486739773,0.37663181010935265
1,0.16339869281045752,30.761533072057244,-1.9542494702422435,1.8185396073994429,512,102,0.15015060766202382,0.09425724621979903
1,0.6356209150326797,34.175023374593785,-1.7063596521950202,1.3945343832614077,223,391,0.9281027060708738,0.6077174985971565
0,0.3202614379084967,32.40048085325998,-1.8899648799839277,1.6945798601797895,416,198,0.5236752855032742,0.22741149272346872
1,0.19607843137254902,31.080769482413952,-1.9198444871883995,1.7604712448170943,492,122,0.22290623703673162,0.1655211303963573
2,0.20261437908496732,31.722267598269813,-1.9782873833989176,1.8116056333939583,488,126,0.3691069761993848,0.04446692787078277
3,0.9462025316455697,30.967950840538833,-1.784162084841115,1.3701878338420928,17,302,0.19719428492684443,0.44656341402549415
1,0.30718954248366015,32.23677365476226,-1.848156298789804,1.651121015038069,424,190,0.486365568085505,0.31401063108495064
2,0.5718954248366013,32.6993879231031,-1.8909127399289274,1.5702565375950357,262,352,0.5917977530084277,0.22544816720081595
0,0.704248366013072,34.067648550088656,-1.7573176114092575,1.4382550176792908,181,433,0.9036314281012325,0.5021670294214
0,0.7761437908496732,33.25287943255863,-1.7109669363015376,1.3647355108681518,137,477,0.7179413313020113,0.5981743181682773
1,0.0784313725490196,31.53911453638972,-1.988682950523383,1.9458150170787551,564,50,0.3273654459206128,0.022934335038281795
2,0.9183006535947712,32.39361892904713,-1.8509042611451945,1.431630947911111,50,564,0.5221114174774764,0.30831870934472994
0,0.006535947712418301,32.64286193755933,-1.8164865418840956,1.8353491942234077,608,6,0.5789151884862056,0.3796089743393587
1,0.3758169934640523,32.4731363791227,-1.7727874712030285,1.5406741606295171,382,232,0.5402338557045434,0.47012392988417373
3,0.29430379746835444,31.285342046153826,-1.8270453339799269,1.62215370227252,223,96,0.26952938259541437,0.35773828962534315
1,0.880718954248366,33.23406652671602,-1.6103535053387172,1.2480874960313577,73,541,0.7136537727386987,0.8065773823267257
3,0.09177215189873418,31.51305775907457,-1.9319248326301843,1.8121253520255494,287,32,0.32142697157515165,0.14049881496522154
2,0.8741830065359477,32.603239183227075,-1.8514531972432,1.4368154153924828,77,537,0.5698849577998573,0.3071816845583095
2,0.43790849673202614,31.961039485620926,-1.9111337702474194,1.6315700789656966,344,270,0.4235243245269338,0.18356385177207502
1,0.04738562091503268,31.878814448635442,-1.9887874042287874,1.9010667141979305,583,31,0.4047848132363727,0.022717977519601362
3,0.7151898734177216,31.5462258449116,-1.795371462470329,1.4155606630306516,90,229,0.32898614992053865,0.4233451555595784
3,0.8575949367088608,31.492840068071885,-1.793581043096934,1.3953322584033976,45,274,0.31681925520670884,0.4270536950654229
0,0.4215686274509804,32.447059186431154,-1.8315957075983758,1.5857889968242211,354,260,0.5342907285891911,0.34831298928446763
2,0.19607843137254902,31.1990648511682,-1.9784334957218421,1.8113815601504555,492,122,0.24986636353424352,0.04416428183717347
2,0.24836601307189543,33.038339318294426,-1.978162017642311,1.8157025154845838,460,154,0.669046529415307,0.04472660103337489
2,0.013071895424836602,32.46787845303298,-1.8871559747738404,1.8794508728285058,604,10,0.5390355471487132,0.23322964689146586
1,0.032679738562091505,31.874127571841353,-1.9891317699701738,1.9455991514129352,592,22,0.4037166497691338,0.0220046843239583
2,0.795751633986928,32.755748003791545,-1.8725486136074456,1.4771155312812152,125,489,0.6046425069558712,0.26348623189422504
3,0.6360759493670886,31.215527070380897,-1.7951057003644757,1.4392712877203313,115,204,0.25361818845417083,0.423895635119484
3,0.1360759493670886,31.518847747922937,-1.909404549449075,1.7686303996707076,273,46,0.32274653998611313,0.18714562917030975
3,0.14240506329113925,31.11237289077096,-1.8960567702455413,1.7536304801917124,271,48,0.23010881729012755,0.21479321119894346
1,0.6029411764705882,33.9987286593769,-1.7345160724760178,1.431557632772571,243,371,0.8879242284758293,0.5493964155554565
3,0.41455696202531644,30.821704306343133,-1.8436958588115397,1.6121577411874595,185,134,0.1638639432299529,0.3232496496739161
3,0.3670886075949367,30.705906284556665,-1.8867694858233446,1.7165673917429753,200,119,0.13747297502552236,0.23403019092197885
1,0.6094771241830066,33.907397114007345,-1.7271570233190525,1.415015751158943,239,375,0.8671092968153031,0.5646393943399781
2,0.6944444444444444,33.61966967517867,-1.887674933393443,1.5139470614867965,187,427,0.8015347250521314,0.23215471519038333
3,0.379746835443038,30.597357068657974,-1.8704748023295987,1.6777783190792557,196,123,0.11273404718199753,0.26778176799366804
0,0.20261437908496732,32.111426258867944,-1.9162417890311958,1.7678721106662054,488,126,0.4577982481216534,0.17298348734029956
3,0.9746835443037974,32.00067162597675,-1.7725212915953121,1.3634051133928073,8,311,0.4325566943366077,0.4706752742259157
1,0.24836601307189543,32.85630077141311,-1.9653277079992455,1.8081284050314708,460,154,0.6275590028702975,0.07131062098356988
2,0.6094771241830066,33.115074143665915,-1.8963219640753084,1.559755497470126,239,375,0.6865347930774091,0.21424390872321508
2,0.11764705882352941,31.28571570579735,-1.967618505240168,1.8591653109160768,540,74,0.26961454156116726,0.06656563654356606
1,0.9444444444444444,33.516977262709986,-1.5671286757845893,1.2008936262717274,34,580,0.7781305930083651,0.8961100306084022
0,0.8022875816993464,33.32366688599416,-1.703421414006958,1.3543220466259964,121,493,0.7340741581333248,0.6138035433305462
0,0.9052287581699346,33.329808599922345,-1.6928138295817332,1.3290286565120697,58,556,0.7354738865095003,0.6357752927916414
0,0.21568627450980393,31.842291659678658,-1.9114406265753041,1.7676172924938447,480,134,0.3964610806956479,0.18292825274343993
0,0.8480392156862745,33.61961195858585,-1.6937809113323188,1.3340066759761655,93,521,0.8015215711420511,0.6337721526722246
1,0.7892156862745098,33.60692030225909,-1.6711981411684529,1.3260128072353616,129,485,0.798629077009477,0.6805483976953646
0,0.369281045751634,32.371538940646154,-1.8636932149873204,1.6378578430223698,386,228,0.5170792738980392,0.28182863597604735
1,0.04084967320261438,32.11021168908644,-1.9887320866401275,1.9232799539368028,587,27,0.45752144138531037,0.022832558196040686
2,0.5849673202614379,32.70434030242972,-1.8964710309338209,1.559633933561147,254,360,0.5929264258763114,0.21393514288766813
1,0.46405228758169936,33.414445545408455,-1.7358183569582517,1.473214844899973,328,286,0.7547630842244919,0.5466989618069222
0,0.20915032679738563,32.271676011112376,-1.9158809823517762,1.7623150704093087,484,130,0.49431999565244755,0.17373083505362485
2,0.5032679738562091,32.747733642524246,-1.9036436467205253,1.5906507821480704,304,310,0.602815992563646,0.19907832810979986
0,0.7565359477124183,33.222444215660225,-1.7185829844462923,1.3752364150256224,149,465,0.7110049879252491,0.5823990110849553
0,0.13071895424836602,31.603485399391182,-1.9130621638638965,1.804077040117352,532,82,0.3420358985980858,0.17956952283674665
2,0.7859477124183006,33.079651096902374,-1.8800362373714223,1.4981366198874824,131,483,0.6784616974716435,0.24797693337666438
0,0.5784313725490197,33.12942148982364,-1.7742377662318358,1.480413677976106,258,356,0.6898046274875744,0.4671198982648872
0,0.06535947712418301,32.37143341978575,-1.8553455745575975,1.8470259949329193,572,42,0.5170552251480798,0.2991193080801531
1,0.6813725490196079,33.890212870710734,-1.6953163120957457,1.3633024037317505,195,419,0.8631929188715208,0.6305918394600889
1,0.09803921568627451,31.033244078156734,-1.9880563928902786,1.901407930553079,552,62,0.2120749515509761,0.024232139211752823
0,0.880718954248366,33.4426191014044,-1.6851739865098712,1.318293040102702,73,541,0.761183983381696,0.6515998868903563
2,0.1111111111111111,31.32326275303232,-1.9675572757550353,1.860033909718346,544,70,0.2781717078621222,0.06669246267598616
1,0.45751633986928103,33.160922870564626,-1.7371686757879778,1.478459982215684,332,282,0.6969839551194754,0.5439020133377883
0,0.43790849673202614,32.31731555011648,-1.829798505957538,1.5747301747801037,344,270,0.504721482691175,0.3520355770670034
2,0.8088235294117647,32.848065199041,-1.8659419458758726,1.472248013656454,117,497,0.6256820733229311,0.2771707846021565
3,0.3259493670886076,30.800512192698992,-1.837963396328485,1.63238299185809,213,106,0.15903415090069828,0.3351234396362468
0,0.8349673202614379,33.29926524979532,-1.6950436046971957,1.3389913790695755,101,513,0.7285128990105463,0.6311567049748876
2,0.6552287581699346,33.2318318845246,-1.8888180820733198,1.5289260249179843,211,403,0.7131444862231593,0.22978688332742836
2,0.9901960784313726,32.576296430484255,-1.8356063485512333,1.4004552399066514,6,608,0.5637445650711568,0.34000565043500774
2,0.4215686274509804,32.17200142078129,-1.9116539768893375,1.6364136810898071,354,260,0.4716036408854549,0.18248633501179912
0,0.33986928104575165,32.38268549723498,-1.8831065986697755,1.6745692479879102,404,210,0.5196196318073225,0.24161721880846931
1,0.5849673202614379,33.39690850726103,-1.7216729981632184,1.420487649966195,254,360,0.7507663025091533,0.5759985899807689
0,0.6683006535947712,33.7850680599871,-1.7436362428649814,1.4229203181741186,203,411,0.8392298725788532,0.5305055832230465
2,0.8545751633986928,32.5817324044051,-1.8581200056254086,1.4467570607768785,89,525,0.5649834516487671,0.29337256104752374
2,0.5326797385620915,32.59734424608833,-1.904277326283454,1.5949746921524348,286,328,0.5685414711306072,0.19776577210862634
1,0.04411764705882353,31.989061278918154,-1.9887200290368634,1.911889930948487,585,29,0.42991063618001135,0.02285753340504204
2,0.0196078431372549,32.55779966353037,-1.8673304059806155,1.8799352523566075,600,14,0.5595290561960136,0.27429483317577974
3,0.8227848101265823,31.39483761465523,-1.7993287687468955,1.4381406901824496,56,263,0.29448398909271134,0.41514829013159504
2,0.1830065359477124,31.132569191182142,-1.9780971417908424,1.8211470951317783,500,114,0.23471165863211052,0.044860979973707416
1,0.49019607843137253,33.20338483123576,-1.7211995934038338,1.4471484694777745,312,302,0.7066612556180631,0.5769791648553042
2,0.9509803921568627,32.4323818014572,-1.8432877207292044,1.4163272748795108,30,584,0.5309456766254694,0.3240950360815207
2,0.026143790849673203,32.373246444985035,-1.9164259300038171,1.8696907870385844,596,18,0.5174684229700279,0.17260207163303098
3,0.7341772151898734,31.385433749863733,-1.8014517734888207,1.4084461071166137,84,235,0.2923407996592271,0.4107508584049735
0,0.9248366013071896,33.20860833999321,-1.678524839793589,1.3134751321324272,46,568,0.7078517202858254,0.6653724273598725
0,0.75,33.27215987470977,-1.7195393742714093,1.3804366761974138,153,461,0.72233544380867,0.580418017412669
2,0.8218954248366013,32.85096451719535,-1.8654605849037513,1.4617672495335379,109,505,0.6263428429288842,0.2781678393750271
0,0.545751633986928,32.99903328622305,-1.795344963527795,1.5118975960142693,278,336,0.6600884813706624,0.42340004346836135
1,0.5588235294117647,33.299978841087025,-1.736850855663561,1.4468670644030392,270,344,0.7286755301574335,0.5445603219467472
3,0.5917721518987342,31.088687926688607,-1.8021525551783737,1.4735077809902477,129,190,0.22471089145014123,0.40929931212520376
0,0.7859477124183006,33.88841975386692,-1.7260471943596487,1.3861115151535393,131,483,0.8627842582667729,0.5669382102497251
2,0.26143790849673204,31.937919783481355,-1.9779914337720734,1.7904476205609308,452,162,0.41825522480788635,0.04507993558238432
0,0.04084967320261438,32.3181954403762,-1.8826095043160833,1.8137521577549054,587,27,0.5049220142331601,0.24264686251998935
3,0.629746835443038,30.932223179746046,-1.795955865281378,1.4425356364492432,117,202,0.1890517662080029,0.4221346677016453
3,0.2879746835443038,30.967851972472324,-1.8211904293154166,1.6276486907262062,225,94,0.19717175238302875,0.36986569707743966
2,0.4084967320261438,32.228343983674435,-1.9180994998619483,1.652538684928734,362,252,0.4844444024367274,0.16913556539047336
0,0.477124183006536,32.629663328789654,-1.8094435644526072,1.538236598942558,320,294,0.5759071572693548,0.39419726601647476
1,0.8986928104575164,33.806439563441614,-1.6194806393973795,1.2635402021758835,62,552,0.844100548773902,0.7876721259746882
0,0.09803921568627451,31.78039681801023,-1.9139593751505897,1.8255815042203762,552,62,0.38235492608877664,0.1777111071207229
1,1.0,33.8912822372509,-1.5426703969635054,1.1856752327929356,0,614,0.8634366330380061,0.9467710626552979
